From	To	Distance	Frontsight Azimuth	Frontsight Inclination	Backsight Azimuth	Backsignt Inclination	Left	Right	Up	Down	North	East	Elevation	Description	Date	Surveyors	Comment	Scanned Notes
AT36	AT37	13.05387682	-148.5017694	-0.526708692	-148.5017694	-0.526708692	3.991115132	0.992975327	2	2				Passage off of Penny Lane.	1993-07-17	"Ronnie Harrison, Jen Harmon"		
AT37	AT38	26.44365519	-70.96874147	1.473526447	-70.96874147	1.473526447	0.990403958	2.992824753	2	2				Passage off of Penny Lane.	1993-07-17	"Ronnie Harrison, Jen Harmon"		
AT38	AT39	21.31711753	-133.7835505	0.188145126	-133.7835505	0.188145126	0.991261822	2.996080773	2	2				Passage off of Penny Lane.	1993-07-17	"Ronnie Harrison, Jen Harmon"		
AT39	AT40	30.50908553	-165.3941441	1.709225058	-165.3941441	1.709225058	0.996242942	2.992056149	1	3				Passage off of Penny Lane.	1993-07-17	"Ronnie Harrison, Jen Harmon"		
AT40	AT41	34.28525776	-156.4567741	-1.537641789	-156.4567741	-1.537641789	2.996281028	0	2	3				Passage off of Penny Lane.	1993-07-17	"Ronnie Harrison, Jen Harmon"		
AT41	AT42	29.67224461	-107.9830409	-0.791716889	-107.9830409	-0.791716889	0	3.994220825	2	2				Passage off of Penny Lane.	1993-07-17	"Ronnie Harrison, Jen Harmon"		
AT42	AT43	7.335018746	-148.2183626	-2.344033497	-148.2183626	-2.344033497	0	2.990819286	2	2				Passage off of Penny Lane.	1993-07-17	"Ronnie Harrison, Jen Harmon"		
AT43	AT44	23.16138813	144.5600965	0.222639209	144.5600965	0.222639209	1.989095272	2.99347624	0	4				Passage off of Penny Lane.	1993-07-17	"Ronnie Harrison, Jen Harmon"		
AT44	AT45	49.10969049	104.6984294	-0.595022541	104.6984294	-0.595022541	6.991838099	0	2	2				Passage off of Penny Lane.	1993-07-17	"Ronnie Harrison, Jen Harmon"		
AT45	AT46	36.44697244	133.7437637	0.424452319	133.7437637	0.424452319	0.992975327	4.989679348	2	2				Passage off of Penny Lane.	1993-07-17	"Ronnie Harrison, Jen Harmon"		
AT46	AT47	80.53187443	113.5218276	0.170752358	113.5218276	0.170752358	0	4.996328652	2	2				Passage off of Penny Lane.	1993-07-17	"Ronnie Harrison, Jen Harmon"		
AT47	AT48	35.57852302	85.34067581	0.418708648	85.34067581	0.418708648	5.988672641	0	1	3				Passage off of Penny Lane.	1993-07-17	"Ronnie Harrison, Jen Harmon"		
AT48	AT49	30.18042578	145.3936994	0.436645823	145.3936994	0.436645823	1.991808224	3.992054609	1	3				Passage off of Penny Lane.	1993-07-17	"Ronnie Harrison, Jen Harmon"		
AT49	AT50	54.35313054	98.4014747	-1.096371942	98.4014747	-1.096371942	3.99372007	1.989798985	0	5				Passage off of Penny Lane.	1993-07-17	"Ronnie Harrison, Jen Harmon"		
AT50	AT51	44.76178504	164.6752768	0.179202465	164.6752768	0.179202465	4.993245438	0.989797959	1	2				Passage off of Penny Lane.	1993-07-17	"Ronnie Harrison, Jen Harmon"		
AT51	AT52	30.07029597	158.5630311	-0.095269774	158.5630311	-0.095269774	0	3.991115132	2	1				Passage off of Penny Lane.	1993-07-17	"Ronnie Harrison, Jen Harmon"		
AT52	AT53	23.40931866	106.1975468	0.171329657	106.1975468	0.171329657	6.994261934	0	1	2				Passage off of Penny Lane.	1993-07-17	"Ronnie Harrison, Jen Harmon"		
AT53	AT54	68.231023	155.5386692	-0.839762155	155.5386692	-0.839762155	8.990734119	0	1	1				Passage off of Penny Lane.	1993-07-17	"Ronnie Harrison, Jen Harmon"		
AT54	AT55	7.791854721	179.1836646	7.744516916	179.1836646	7.744516916	3.994608867	0.99689518	0	3				Passage off of Penny Lane.	1993-07-17	"Ronnie Harrison, Jen Harmon"		
AT55	AT56	27.81403603	153.2502733	-3.896325297	153.2502733	-3.896325297	0.996242942	4.987875299	2	1				Passage off of Penny Lane.	1993-07-17	"Ronnie Harrison, Jen Harmon"		
AT56	AT57	55.60821612	167.4533111	0.175159327	167.4533111	0.175159327	4.992193906	0.989949494	1	3				Passage off of Penny Lane.	1993-07-17	"Ronnie Harrison, Jen Harmon"		
AT57	KH61	20.30387648	-150.0202438	3.190410504	-150.0202438	3.190410504	0.998498873	0.998498873	0	0				Passage off of Penny Lane.	1993-07-17	"Ronnie Harrison, Jen Harmon"		
NT9	AT59	21.08001186	-161.1987424	37.08081123	-161.1987424	37.08081123	0	2.998216136	3	4				Some long narrow canyon loop off UG	2001-02-17	"Ronnie Harrison, Jen Harmon"		
AT59	AT60	12.79095383	173.803332	1.792051572	173.803332	1.792051572	0.99	1.99	2	4				Some long narrow canyon loop off UG	2001-02-17	"Ronnie Harrison, Jen Harmon"		
AT60	AT61	9.48730731	-173.7064932	0.301961573	-173.7064932	0.301961573	1.994617758	0	1	4				Some long narrow canyon loop off UG	2001-02-17	"Ronnie Harrison, Jen Harmon"		
AT61	AT62	15.86977316	-140.9113983	2.022227962	-140.9113983	2.022227962	1.989798985	0.99156442	1	4				Some long narrow canyon loop off UG	2001-02-17	"Ronnie Harrison, Jen Harmon"		
AT62	AT63	15.37728194	-123.111342	0.298081485	-123.111342	0.298081485	0	1.992887353	2	4				Some long narrow canyon loop off UG	2001-02-17	"Ronnie Harrison, Jen Harmon"		
AT63	AT64	11.38536341	-173.9488416	1.056865346	-173.9488416	1.056865346	1.992234926	0.989797959	1	4				Some long narrow canyon loop off UG	2001-02-17	"Ronnie Harrison, Jen Harmon"		
AT64	AT65	14.17611019	-148.9114767	0.040417141	-148.9114767	0.040417141	0	1.990904317	1	3				Some long narrow canyon loop off UG	2001-02-17	"Ronnie Harrison, Jen Harmon"		
AT65	AT66	21.39765875	152.5246179	-1.205038458	152.5246179	-1.205038458	2.990150498	0.990050504	4	3				Some long narrow canyon loop off UG	2001-02-17	"Ronnie Harrison, Jen Harmon"		
AT66	AT67	6.702760625	-154.0641153	-13.54634711	-154.0641153	-13.54634711	0.989949494	1.989798985	5	1				Some long narrow canyon loop off UG	2001-02-17	"Ronnie Harrison, Jen Harmon"		
AT67	AT68	5.999358299	170.3020233	-2.005976562	170.3020233	-2.005976562	0	0.992975327	5	1				Some long narrow canyon loop off UG	2001-02-17	"Ronnie Harrison, Jen Harmon"		
AT66	AT70	16.32397317	37.90908274	6.754674915	37.90908274	6.754674915	1.988793604	0	2	1				Some long narrow canyon loop off UG	2001-02-17	"Ronnie Harrison, Jen Harmon"		
AT70	AT71	17.33435029	76.31653885	-0.958590946	76.31653885	-0.958590946	1.98861761	0.988433103	1	2				Some long narrow canyon loop off UG	2001-02-17	"Ronnie Harrison, Jen Harmon"		
AT71	AT72	4.904385792	80.59539683	-3.389919701	80.59539683	-3.389919701	0.998248466	1.998424379	1	2				Some long narrow canyon loop off UG	2001-02-17	"Ronnie Harrison, Jen Harmon"		
AT72	AT73	9.902227022	122.0427785	-10.23802042	122.0427785	-10.23802042	1.992887353	0.996443676	2	1				Some long narrow canyon loop off UG	2001-02-17	"Ronnie Harrison, Jen Harmon"		
AT73	AT74	11.7137398	120.8127578	-0.440224128	120.8127578	-0.440224128	1.992510979	0	1	2				Some long narrow canyon loop off UG	2001-02-17	"Ronnie Harrison, Jen Harmon"		
AT74	AT75	10.88176916	-164.6478717	-1.474446743	-164.6478717	-1.474446743	0.990454441	1.990904317	2	1				Some long narrow canyon loop off UG	2001-02-17	"Ronnie Harrison, Jen Harmon"		
AT75	AT76	26.89064707	160.7763486	-1.704807906	160.7763486	-1.704807906	0	4.992254	1	1				Some long narrow canyon loop off UG	2001-02-17	"Ronnie Harrison, Jen Harmon"		
AT76	AT77	7.104822306	108.2306867	2.823665637	108.2306867	2.823665637	2.996865029	0.996242942	1	2				Some long narrow canyon loop off UG	2001-02-17	"Ronnie Harrison, Jen Harmon"		
AT77	AT78	17.48517658	-179.4427932	1.278065858	-179.4427932	1.278065858	2.991270633	2.991270633	1	2				Some long narrow canyon loop off UG	2001-02-17	"Ronnie Harrison, Jen Harmon"		
AT78	AT79	16.93148842	90.57564745	2.030811822	90.57564745	2.030811822	2.99207286	0.988382517	1	2				Some long narrow canyon loop off UG	2001-02-17	"Ronnie Harrison, Jen Harmon"		
AT79	AT80	22.99778468	143.7851399	4.788986962	143.7851399	4.788986962	0.989949494	1.994041123	0	2				Some long narrow canyon loop off UG	2001-02-17	"Ronnie Harrison, Jen Harmon"		
AT80	AT81	17.19941278	126.2496167	-31.94384393	126.2496167	-31.94384393	11.99041701	2.990066889	10	6				Some long narrow canyon loop off UG	2001-02-17	"Ronnie Harrison, Jen Harmon"		
AT81	NT15	11.58002591	-127.3845462	-0.940126274	-127.3845462	-0.940126274	0.992018145	0.992018145	0	0				Some long narrow canyon loop off UG	2001-02-17	"Ronnie Harrison, Jen Harmon"		
EC146	EC147	31.00031129	-140.6218597	4.755415069	-140.6218597	4.755415069	7.998481106	1.990778742	3	4				Some long narrow canyon loop off UG	2001-02-17	"Ronnie Harrison, Jen Harmon"	"Strong airflow present from paleo upstream direction mostly, probably from dome(s) at end of passage.  Tie-in station changed from AK5 to AKA5 per PQ by cjh 5/8/00 (Not aka5)."	
EC147	EC148	31.80341019	-84.37007479	0	-84.37007479	0	0	6.995369897	4	4				Some long narrow canyon loop off UG	2001-02-17	"Ronnie Harrison, Jen Harmon"		
EC148	EC149	47.49306581	-131.3789466	1.749556298	-131.3789466	1.749556298	4.991442677	1.992109435	3	5				Some long narrow canyon loop off UG	2001-02-17	"Ronnie Harrison, Jen Harmon"		
EC149	EC150	45.20621639	-106.8716312	-0.253487113	-106.8716312	-0.253487113	3.990451102	1.990226118	3	5				Some long narrow canyon loop off UG	2001-02-17	"Ronnie Harrison, Jen Harmon"		
EC150	EC151	42.29784155	-74.86963085	-0.501200723	-74.86963085	-0.501200723	2.992407058	1.989773856	3	5				Some long narrow canyon loop off UG	2001-02-17	"Ronnie Harrison, Jen Harmon"		
EC151	EC152	18.99874733	-26.61920596	-5.012563555	-26.61920596	-5.012563555	0.994585341	7.990876047	5	3				Some long narrow canyon loop off UG	2001-02-17	"Ronnie Harrison, Jen Harmon"		
EC152	EC153	22.00873009	-122.8703687	-5.501455981	-122.8703687	-5.501455981	3.993995493	2.99549662	3	3				Some long narrow canyon loop off UG	2001-02-17	"Ronnie Harrison, Jen Harmon"		
EC153	EC154	31.80063679	-72.11798303	1.765963228	-72.11798303	1.765963228	3.991804103	0.996393497	3	2				Some long narrow canyon loop off UG	2001-02-17	"Ronnie Harrison, Jen Harmon"		
EC154	EC155	11.59734883	-30.58116687	4.748236793	-30.58116687	4.748236793	0	3.990250619	3	4				Some long narrow canyon loop off UG	2001-02-17	"Ronnie Harrison, Jen Harmon"		
EC155	EC156	30.60724751	-98.87141118	0.486717462	-98.87141118	0.486717462	3.993444628	0.993680029	2	4				Some long narrow canyon loop off UG	2001-02-17	"Ronnie Harrison, Jen Harmon"		
EC156	EC157	26.09611849	-40.12922492	-2.745509455	-40.12922492	-2.745509455	0.992975327	4.991873396	3	3				Some long narrow canyon loop off UG	2001-02-17	"Ronnie Harrison, Jen Harmon"		
EC157	EC158	25.30092884	-84.36836391	-2.741177935	-84.36836391	-2.741177935	3.995159571	0.989797959	3	2				Some long narrow canyon loop off UG	2001-02-17	"Ronnie Harrison, Jen Harmon"		
EC158	EC159	13.69926275	-36.09194757	0	-36.09194757	0	0.992975327	3.989636575	3	3				Some long narrow canyon loop off UG	2001-02-17	"Ronnie Harrison, Jen Harmon"		
EC159	EC160	25.90075868	-88.87018329	-3.009877518	-88.87018329	-3.009877518	1.988818745	3.990613988	4	2				Some long narrow canyon loop off UG	2001-02-17	"Ronnie Harrison, Jen Harmon"		
EC160	EC161	25.00684906	-134.3871457	12.00183581	-134.3871457	12.00183581	1.98708329	1.98708329	2	3				Some long narrow canyon loop off UG	2001-02-17	"Ronnie Harrison, Jen Harmon"		
NTB37	TI1	10.97462983	-175.3885091	-4.180306366	-175.3885091	-4.180306366	0.991261822	2.994277876	4	6				"Other World Area, KMA continued"	2002-06-22	"Suzanne DeBlois, Mike Fitch, Eric Daugherty, Brian Steber"		
TI1	TI2	10.70021028	170.3254394	-5.47003904	170.3254394	-5.47003904	0.993277403	1.996121239	6	4				"Other World Area, KMA continued"	2002-06-22	"Suzanne DeBlois, Mike Fitch, Eric Daugherty, Brian Steber"		
TI2	TI3	6.798095321	155.8375583	19.68562614	155.8375583	19.68562614	0	2.992824753	4	4				"Other World Area, KMA continued"	2002-06-22	"Suzanne DeBlois, Mike Fitch, Eric Daugherty, Brian Steber"		
TI3	TI4	13.09865642	90.35809396	-12.25339098	90.35809396	-12.25339098	2.992022727	0	6	2				"Other World Area, KMA continued"	2002-06-22	"Suzanne DeBlois, Mike Fitch, Eric Daugherty, Brian Steber"		
TI4	TI5	11.20311564	141.8225357	6.50911763	141.8225357	6.50911763	0	2.99147121	6	4				"Other World Area, KMA continued"	2002-06-22	"Suzanne DeBlois, Mike Fitch, Eric Daugherty, Brian Steber"		
TI5	TI6	6.204304957	63.26605976	12.00049534	63.26605976	12.00049534	0	2.990150498	6	4				"Other World Area, KMA continued"	2002-06-22	"Suzanne DeBlois, Mike Fitch, Eric Daugherty, Brian Steber"		
TI6	TI7	5.504634411	118.1653387	-8.461727646	118.1653387	-8.461727646	2.993760177	0	6	4				"Other World Area, KMA continued"	2002-06-22	"Suzanne DeBlois, Mike Fitch, Eric Daugherty, Brian Steber"		
TI7	TI8	9.300978443	-112.1599371	8.470277338	-112.1599371	8.470277338	0	2.994461554	5	5				"Other World Area, KMA continued"	2002-06-22	"Suzanne DeBlois, Mike Fitch, Eric Daugherty, Brian Steber"		
TI8	TI9	5.497608571	173.3145185	-0.521104483	173.3145185	-0.521104483	0	2.994878962	5	5				"Other World Area, KMA continued"	2002-06-22	"Suzanne DeBlois, Mike Fitch, Eric Daugherty, Brian Steber"		
TI9	TI10	6.104465579	44.8008266	-1.501912749	44.8008266	-1.501912749	2.996681498	0	5	4				"Other World Area, KMA continued"	2002-06-22	"Suzanne DeBlois, Mike Fitch, Eric Daugherty, Brian Steber"		
TI10	TI11	5.202701221	127.4208016	1.762309609	127.4208016	1.762309609	0	2.990418031	5	4				"Other World Area, KMA continued"	2002-06-22	"Suzanne DeBlois, Mike Fitch, Eric Daugherty, Brian Steber"		
TI11	TI12	4.504819641	71.60531525	-2.671910708	71.60531525	-2.671910708	0	1.991230775	5	4				"Other World Area, KMA continued"	2002-06-22	"Suzanne DeBlois, Mike Fitch, Eric Daugherty, Brian Steber"		
TI12	TI13	8.791530015	112.8304918	-1.4991171	112.8304918	-1.4991171	0	2.996431211	5	4				"Other World Area, KMA continued"	2002-06-22	"Suzanne DeBlois, Mike Fitch, Eric Daugherty, Brian Steber"		
TI13	TI14	3.599124894	-159.6880048	7.022086309	-159.6880048	7.022086309	0	2.990468191	5	4				"Other World Area, KMA continued"	2002-06-22	"Suzanne DeBlois, Mike Fitch, Eric Daugherty, Brian Steber"		
TI14	TI15	7.801454992	150.0453118	-3.012527371	150.0453118	-3.012527371	2.988009371	0	5	4				"Other World Area, KMA continued"	2002-06-22	"Suzanne DeBlois, Mike Fitch, Eric Daugherty, Brian Steber"		
TI15	TI16	11.58953839	89.85014216	8.234947756	89.85014216	8.234947756	2.990418031	0	5	4				"Other World Area, KMA continued"	2002-06-22	"Suzanne DeBlois, Mike Fitch, Eric Daugherty, Brian Steber"		
TI16	TI17	8.507455554	88.11329185	-1.481815182	88.11329185	-1.481815182	0	1.99379036	4	5				"Other World Area, KMA continued"	2002-06-22	"Suzanne DeBlois, Mike Fitch, Eric Daugherty, Brian Steber"		
TI17	TI18	9.092309938	118.5701496	-3.531111127	118.5701496	-3.531111127	0	2.988394218	5	4				"Other World Area, KMA continued"	2002-06-22	"Suzanne DeBlois, Mike Fitch, Eric Daugherty, Brian Steber"		
TI18	TI19	9.196705932	-145.1866298	-0.74762515	-145.1866298	-0.74762515	0	1.993037882	4	4				"Other World Area, KMA continued"	2002-06-22	"Suzanne DeBlois, Mike Fitch, Eric Daugherty, Brian Steber"		
TI19	TI20	14.99905997	151.5878899	-2.48375055	151.5878899	-2.48375055	0	2.994461554	5	4				"Other World Area, KMA continued"	2002-06-22	"Suzanne DeBlois, Mike Fitch, Eric Daugherty, Brian Steber"		
TI20	TI21	9.204721614	60.33469612	14.02037738	60.33469612	14.02037738	1.995519982	0	4	6				"Other World Area, KMA continued"	2002-06-22	"Suzanne DeBlois, Mike Fitch, Eric Daugherty, Brian Steber"		
TI21	TI22	10.20112739	155.3398712	8.455577909	155.3398712	8.455577909	0	3.992042084	2	5				"Other World Area, KMA continued"	2002-06-22	"Suzanne DeBlois, Mike Fitch, Eric Daugherty, Brian Steber"		
TI22	TI23	31.2927947	82.0797334	-1.739676991	82.0797334	-1.739676991	3.994608867	1.996121239	2	5				"Other World Area, KMA continued"	2002-06-22	"Suzanne DeBlois, Mike Fitch, Eric Daugherty, Brian Steber"		
TI23	TI24	11.70069229	125.606009	1.46919663	125.606009	1.46919663	0	4.992193906	2	5				"Other World Area, KMA continued"	2002-06-22	"Suzanne DeBlois, Mike Fitch, Eric Daugherty, Brian Steber"		
TI24	TI25	9.095900175	144.8066349	-1.701000767	144.8066349	-1.701000767	2.99147121	0	3	4				"Other World Area, KMA continued"	2002-06-22	"Suzanne DeBlois, Mike Fitch, Eric Daugherty, Brian Steber"		
TI25	TI26	13.70288291	-169.9120828	0.710838183	-169.9120828	0.710838183	0	3.992417814	2	5				"Other World Area, KMA continued"	2002-06-22	"Suzanne DeBlois, Mike Fitch, Eric Daugherty, Brian Steber"		
TI26	TI27	9.201374897	129.8374863	-2.242246051	129.8374863	-2.242246051	0	2.990267547	3	3				"Other World Area, KMA continued"	2002-06-22	"Suzanne DeBlois, Mike Fitch, Eric Daugherty, Brian Steber"		
TI27	TI28	15.6030606	51.82831678	-2.975727209	51.82831678	-2.975727209	0	3.9982121	3	2				"Other World Area, KMA continued"	2002-06-22	"Suzanne DeBlois, Mike Fitch, Eric Daugherty, Brian Steber"		
TI28	TI29	10.19632287	75.86799004	5.007512964	75.86799004	5.007512964	3.995059449	0	1	5				"Other World Area, KMA continued"	2002-06-22	"Suzanne DeBlois, Mike Fitch, Eric Daugherty, Brian Steber"		
TI29	TI30	14.50015172	74.07686353	-12.74940733	74.07686353	-12.74940733	4.993525808	0	3	3				"Other World Area, KMA continued"	2002-06-22	"Suzanne DeBlois, Mike Fitch, Eric Daugherty, Brian Steber"		
TI30	TI31	15.80051265	144.0689354	-4.755777797	144.0689354	-4.755777797	4.992564471	0	3	3				"Other World Area, KMA continued"	2002-06-22	"Suzanne DeBlois, Mike Fitch, Eric Daugherty, Brian Steber"		
TI31	TI32	20.20667711	-147.9253572	-3.518214938	-147.9253572	-3.518214938	0	4.995117616	2	2				"Other World Area, KMA continued"	2002-06-22	"Suzanne DeBlois, Mike Fitch, Eric Daugherty, Brian Steber"		
TI32	TI33	20.59866258	130.8246571	1.752636649	130.8246571	1.752636649	3.991703897	6.995784445	3	3				"Other World Area, KMA continued"	2002-06-22	"Suzanne DeBlois, Mike Fitch, Eric Daugherty, Brian Steber"		
TI33	TI34	12.79856633	-162.6593798	5.020363885	-162.6593798	5.020363885	0.991261822	3.995009387	3	2				"Other World Area, KMA continued"	2002-06-22	"Suzanne DeBlois, Mike Fitch, Eric Daugherty, Brian Steber"		
TI34	TI35	45.49899889	156.8328262	0	156.8328262	0	1.996121239	6.997320916	4	0				"Other World Area, KMA continued"	2002-06-22	"Suzanne DeBlois, Mike Fitch, Eric Daugherty, Brian Steber"		
TI35	TI36	15.60582584	175.8436897	2.497366684	175.8436897	2.497366684	1.992510979	6.999264247	4	0				"Other World Area, KMA continued"	2002-06-22	"Suzanne DeBlois, Mike Fitch, Eric Daugherty, Brian Steber"		
TI36	TI37	37.69377933	-169.915411	0.50161722	-169.915411	0.50161722	2.998416249	5.996832497	3	3				"Other World Area, KMA continued"	2002-06-22	"Suzanne DeBlois, Mike Fitch, Eric Daugherty, Brian Steber"		
TI37	TI38	13.99614233	121.0906104	5.000640315	121.0906104	5.000640315	2.98918049	5.990008347	0	4				"Other World Area, KMA continued"	2002-06-22	"Suzanne DeBlois, Mike Fitch, Eric Daugherty, Brian Steber"		
TI38	TI39	14.6982516	-142.1768365	-8.253581812	-142.1768365	-8.253581812	2.997081914	4.99132247	3	2				"Other World Area, KMA continued"	2002-06-22	"Suzanne DeBlois, Mike Fitch, Eric Daugherty, Brian Steber"		
TI39	TI40	23.50269772	160.3461759	-1.999433293	160.3461759	-1.999433293	1.98962308	3.993018908	4	0				"Other World Area, KMA continued"	2002-06-22	"Suzanne DeBlois, Mike Fitch, Eric Daugherty, Brian Steber"		
TI40	TI41	22.89932095	135.8318543	1.501415806	135.8318543	1.501415806	3.99055134	0.992471662	4	1				"Other World Area, KMA continued"	2002-06-22	"Suzanne DeBlois, Mike Fitch, Eric Daugherty, Brian Steber"		
TI41	TI42	12.10014876	126.3313832	9.99438034	126.3313832	9.99438034	4.991442677	2.990200662	0	4				"Other World Area, KMA continued"	2002-06-22	"Suzanne DeBlois, Mike Fitch, Eric Daugherty, Brian Steber"		
TI42	TI43	32.39834101	-174.412756	-3.007795277	-174.412756	-3.007795277	5.993204485	2.996080773	3	1				"Other World Area, KMA continued"	2002-06-22	"Suzanne DeBlois, Mike Fitch, Eric Daugherty, Brian Steber"		
TI43	TI44	18.10600453	162.3375092	4.022170644	162.3375092	4.022170644	5.988998247	3.994108161	3	1				"Other World Area, KMA continued"	2002-06-22	"Suzanne DeBlois, Mike Fitch, Eric Daugherty, Brian Steber"		
TI44	TI45	36.69765796	146.3272594	-1.499011839	146.3272594	-1.499011839	3.998162078	5.994280607	3	1				"Other World Area, KMA continued"	2002-06-22	"Suzanne DeBlois, Mike Fitch, Eric Daugherty, Brian Steber"		
TI45	TI46	24.79853826	106.329542	1.501964431	106.329542	1.501964431	4.997689466	3.995046933	3	1				"Other World Area, KMA continued"	2002-06-22	"Suzanne DeBlois, Mike Fitch, Eric Daugherty, Brian Steber"		
TI46	TI47	54.90090163	151.838495	0.490508252	151.838495	0.490508252	3.990814453	4.990110219	2	3				"Other World Area, KMA continued"	2002-06-22	"Suzanne DeBlois, Mike Fitch, Eric Daugherty, Brian Steber"		
TI47	TI48	14.20316162	171.5671109	3.026919725	171.5671109	3.026919725	0.992975327	3.990839511	2	3				"Other World Area, KMA continued"	2002-06-22	"Suzanne DeBlois, Mike Fitch, Eric Daugherty, Brian Steber"		
