From	To	Distance	Frontsight Azimuth	Frontsight Inclination	Backsight Azimuth	Backsignt Inclination	Left	Right	Up	Down	North	East	Elevation	Description	Date	Surveyors	Comment	Scanned Notes
TAB1	TAB2	17.5	0	90	0	90	2.990066889	0	13	17				Toilet Bowl Survey	2001-05-26	"Mike Fitch, Steve Gladieux, Eric Daugherty"		
TAB2	TAB3	8.803618574	-88.49436441	17.99679914	-88.49436441	17.99679914	8.99	6.99	10	2				Toilet Bowl Survey	2001-05-26	"Mike Fitch, Steve Gladieux, Eric Daugherty"		
TAB3	TAB4	19.30319663	-91.5608067	18.01555612	-91.5608067	18.01555612	6.994769474	1.991230775	6	0				Toilet Bowl Survey	2001-05-26	"Mike Fitch, Steve Gladieux, Eric Daugherty"		
TAB4	TAB5	57.09369843	-71.53327316	2.991907132	-71.53327316	2.991907132	9.994978739	6.998114032	4	4				Toilet Bowl Survey	2001-05-26	"Mike Fitch, Steve Gladieux, Eric Daugherty"		
TAB5	TAB6	22.4029507	-37.54519836	-0.997479444	-37.54519836	-0.997479444	7.994660718	3.990801924	2	4				Toilet Bowl Survey	2001-05-26	"Mike Fitch, Steve Gladieux, Eric Daugherty"		
TAB6	TAB7	32.90397848	-97.54504364	-3.990808815	-97.54504364	-3.990808815	1.992510979	2.993760177	3	3				Toilet Bowl Survey	2001-05-26	"Mike Fitch, Steve Gladieux, Eric Daugherty"		
TAB7	TAB8	24.59183198	-88.53179658	-1.001895297	-88.53179658	-1.001895297	1.992510979	1.992510979	0	2				Toilet Bowl Survey	2001-05-26	"Mike Fitch, Steve Gladieux, Eric Daugherty"		
TAB8	TAB9	14.00040714	-47.5473741	0	-47.5473741	0	0.990858214	0.990858214	0	1				Toilet Bowl Survey	2001-05-26	"Mike Fitch, Steve Gladieux, Eric Daugherty"	From FK45 - belly crawl for 80' to fill	
NT52	NH$1	21.23731151	102.0436356	5.620606829	102.0436356	5.620606829	7.99812478	9.992742366	3	0.5				Lower Crust Mop-up (maze II).	2004-05-15	"Mike Fitch, Steve Gladieux, Eric Daugherty"	Comp MUM15-17 changed from 209 to 29 based on sketch & bad closure cjh 4/20/05	
NH$1	NH$2	32.09011374	56.37430973	0.374950356	56.37430973	0.374950356	0.997296345	2.991889035	1	2				Lower Crust Mop-up (maze II).	2004-05-15	"Mike Fitch, Steve Gladieux, Eric Daugherty"		
NH$2	NH$3	27.26731377	69.82290262	1.891479651	69.82290262	1.891479651	0.990858214	3.991115132	1	2				Lower Crust Mop-up (maze II).	2004-05-15	"Mike Fitch, Steve Gladieux, Eric Daugherty"		
NH$3	NH$4	41.61239959	24.4873019	-2.617004627	24.4873019	-2.617004627	7.997230771	6.988769563	2	4				Lower Crust Mop-up (maze II).	2004-05-15	"Mike Fitch, Steve Gladieux, Eric Daugherty"		
NH$4	nRB10	20.03872501	94.33013537	7.512751541	94.33013537	7.512751541	1.995645259	9.989719716	2	6				Lower Crust Mop-up (maze II).	2004-05-15	"Mike Fitch, Steve Gladieux, Eric Daugherty"		
NH$4	NH$5	30.9038606	-86.54076599	4.063667589	-86.54076599	4.063667589	5.988923109	2.994461554	1	6				Lower Crust Mop-up (maze II).	2004-05-15	"Mike Fitch, Steve Gladieux, Eric Daugherty"		
NH$5	NH$6	23.55475536	-61.62149789	-5.163782984	-61.62149789	-5.163782984	2.996030707	7.996924409	3	3				Lower Crust Mop-up (maze II).	2004-05-15	"Mike Fitch, Steve Gladieux, Eric Daugherty"		
NH$6	NH$7	56.3099778	-125.9388058	-4.665334237	-125.9388058	-4.665334237	7.994360512	7.994360512	2	0				Lower Crust Mop-up (maze II).	2004-05-15	"Mike Fitch, Steve Gladieux, Eric Daugherty"		
NH$7	NH$8	73.74020884	-140.1606038	0.326339698	-140.1606038	0.326339698	19.99667972	1.991230775	2	0				Lower Crust Mop-up (maze II).	2004-05-15	"Mike Fitch, Steve Gladieux, Eric Daugherty"		
NH$8	NT51	41.42927709	-117.4665382	5.81850338	-117.4665382	5.81850338	0.992975327	0.992975327	0	0				Lower Crust Mop-up (maze II).	2004-05-15	"Mike Fitch, Steve Gladieux, Eric Daugherty"		
NT42	NH$10	56.10062477	25.82368277	7.291346981	25.82368277	7.291346981	14.993682	27.99603543	3	6				Lower Crust Mop-up (maze II).	2004-05-15	"Mike Fitch, Steve Gladieux, Eric Daugherty"		
NH$10	NH$11	35.17710193	40.90177208	12.57722445	40.90177208	12.57722445	7.993122043	22.99437322	0	5				Lower Crust Mop-up (maze II).	2004-05-15	"Mike Fitch, Steve Gladieux, Eric Daugherty"		
NH$11	NT39	30.39573161	-55.54581727	-15.259718	-55.54581727	-15.259718	0.990454441	0.990454441	0	0				Lower Crust Mop-up (maze II).	2004-05-15	"Mike Fitch, Steve Gladieux, Eric Daugherty"		
NH$11	NH$12	57.17038132	48.40399611	-3.811144754	48.40399611	-3.811144754	5.994147145	4.994176609	3	3				Lower Crust Mop-up (maze II).	2004-05-15	"Mike Fitch, Steve Gladieux, Eric Daugherty"		
NH$12	NH$13	48.97807162	25.71073593	3.429635376	25.71073593	3.429635376	3.991014909	2.990601946	0	3				Lower Crust Mop-up (maze II).	2004-05-15	"Mike Fitch, Steve Gladieux, Eric Daugherty"		
NH$13	NH$14	94.30160444	-28.53426851	-2.303348995	-28.53426851	-2.303348995	6.994004575	12.99601862	3	2				Lower Crust Mop-up (maze II).	2004-05-15	"Mike Fitch, Steve Gladieux, Eric Daugherty"		
NH$14	NT36	67.13795052	-44.93962512	-1.809516769	-44.93962512	-1.809516769	24.99623372	11.99253935	0	0				Lower Crust Mop-up (maze II).	2004-05-15	"Mike Fitch, Steve Gladieux, Eric Daugherty"		
NH$40	NH$41	16.59259172	130.4289996	0.483438901	130.4289996	0.483438901	2.990819286	3.992492956	3	7				Lower Crust Mop-up (maze II).	2004-05-15	"Mike Fitch, Steve Gladieux, Eric Daugherty"	"EG8 Continues too tight, air"	
NH$41	NH$42	16.02098936	19.69987785	7.0271417	19.69987785	7.0271417	1.99138143	3.996623575	1	7				Lower Crust Mop-up (maze II).	2004-05-15	"Mike Fitch, Steve Gladieux, Eric Daugherty"		
NH$42	NH$43	21.53924093	47.77112653	3.460187336	47.77112653	3.460187336	3.992004509	1.992009036	0	5				Lower Crust Mop-up (maze II).	2004-05-15	"Mike Fitch, Steve Gladieux, Eric Daugherty"		
NH$43	NH$44	69.03298487	58.98357538	-0.539492926	58.98357538	-0.539492926	10.99105545	0.991816515	0.5	3				Lower Crust Mop-up (maze II).	2004-05-15	"Mike Fitch, Steve Gladieux, Eric Daugherty"		
NH$44	NH$45	42.03629503	128.3639232	-0.027260148	128.3639232	-0.027260148	5.993413051	3.988696529	1	2				Lower Crust Mop-up (maze II).	2004-05-15	"Mike Fitch, Steve Gladieux, Eric Daugherty"		
NH$45	NH$A1	20.99486842	134.4789682	0	134.4789682	0	1.994091272	4.992354154	1	1				Lower Crust Mop-up (maze II).	2004-05-15	"Mike Fitch, Steve Gladieux, Eric Daugherty"		
NH$45	NH$46	9.129414001	114.9667794	10.41254479	114.9667794	10.41254479	6.99331109	1.992109435	2	1				Lower Crust Mop-up (maze II).	2004-05-15	"Mike Fitch, Steve Gladieux, Eric Daugherty"		
NH$46	NH$47	17.63035167	-173.7499696	5.663937735	-173.7499696	5.663937735	6.991802343	1.992234926	0	2				Lower Crust Mop-up (maze II).	2004-05-15	"Mike Fitch, Steve Gladieux, Eric Daugherty"		
NH$47	NH$48	9.636539835	136.4299941	-1.367636205	136.4299941	-1.367636205	3.989310717	3.989310717	0	1				Lower Crust Mop-up (maze II).	2004-05-15	"Mike Fitch, Steve Gladieux, Eric Daugherty"	RHF5 is 5 ft before flowstone and slabs narrow passage to 1'x1' square hole. Lots of work in a narrow to continue.  Probably not worth any effort. 	
NH$46	NH$50	47.81085546	-75.39677798	1.522127123	-75.39677798	1.522127123	0	3.989097642	0.5	1.5				Lower Crust Mop-up (maze II).	2004-05-15	"Mike Fitch, Steve Gladieux, Eric Daugherty"		
NH$50	NH$51	15.74179469	16.94959629	26.97293944	16.94959629	26.97293944	19.98882938	9.992847442	6	5				Lower Crust Mop-up (maze II).	2004-05-15	"Mike Fitch, Steve Gladieux, Eric Daugherty"		
NH$51	EC50	29.37922055	126.3273093	17.04149912	126.3273093	17.04149912	0.994032193	0.994032193	0	0				Lower Crust Mop-up (maze II).	2004-05-15	"Mike Fitch, Steve Gladieux, Eric Daugherty"	"At NU$30 Scary/Dangerous breakdown ceiling, Blackness is seen through rocks."	
NTB55	NI1	5.599616058	131.9567603	-2.558873243	131.9567603	-2.558873243	1.988290723	3.990213027	0	3				Everready Canyon continued	1999-09-05	"Brian Davis, Mike Dowden, Adam Manship"	At UG165 right 6hx3w	
NI1	NI2	28.99728608	168.9074194	-3.242208415	168.9074194	-3.242208415	4.992193906	1.993238571	2	2				Everready Canyon continued	1999-09-05	"Brian Davis, Mike Dowden, Adam Manship"		
NI2	NI3	25.60604226	-135.3326508	-2.753293082	-135.3326508	-2.753293082	1.992109435	5.989933222	2	0				Everready Canyon continued	1999-09-05	"Brian Davis, Mike Dowden, Adam Manship"		
NI3	NI4	24.99476945	-166.3262398	11.00180548	-166.3262398	11.00180548	2.988143236	4.996849007	0	2				Everready Canyon continued	1999-09-05	"Brian Davis, Mike Dowden, Adam Manship"		
NI4	NI5	15.2011118	-78.11328386	1.507847438	-78.11328386	1.507847438	1.99459269	1.99459269	0	2				Everready Canyon continued	1999-09-05	"Brian Davis, Mike Dowden, Adam Manship"		
NI5	NI6	24.99890598	-155.5674262	0.252113276	-155.5674262	0.252113276	1.993037882	0.991261822	0	2				Everready Canyon continued	1999-09-05	"Brian Davis, Mike Dowden, Adam Manship"		
NJ96	NJ97	56.02227682	-18.24245909	12.96613037	-18.24245909	12.96613037	6.990314728	29.98730565	5	15				Everready Canyon continued	1999-09-05	"Brian Davis, Mike Dowden, Adam Manship"		
NJ97	NJ98	62.5789789	-107.3491088	-0.466948671	-107.3491088	-0.466948671	29.99672649	4.992884938	5	15				Everready Canyon continued	1999-09-05	"Brian Davis, Mike Dowden, Adam Manship"		
NJ98	NJ99	58.19803175	-52.82881787	0.767930542	-52.82881787	0.767930542	7.992002252	24.990008	0	20				Everready Canyon continued	1999-09-05	"Brian Davis, Mike Dowden, Adam Manship"		
NJ99	NJ100	73.65467942	-53.32631468	-2.466696503	-53.32631468	-2.466696503	24.99109041	2.991270633	4	15				Everready Canyon continued	1999-09-05	"Brian Davis, Mike Dowden, Adam Manship"		
NJ100	NJ101	100.4798134	-38.15208311	-4.949978288	-38.15208311	-4.949978288	24.99624972	4.999249944	12	5				Everready Canyon continued	1999-09-05	"Brian Davis, Mike Dowden, Adam Manship"		
NJ101	NJ102	46.78848149	-19.7361976	0.024491404	-19.7361976	0.024491404	1.994241711	19.99144067	15	3				Everready Canyon continued	1999-09-05	"Brian Davis, Mike Dowden, Adam Manship"		
NJ102	NJ103	99.16190851	-71.73529597	3.503652918	-71.73529597	3.503652918	21.99460161	6.991602105	5	10				Everready Canyon continued	1999-09-05	"Brian Davis, Mike Dowden, Adam Manship"		
NJ103	NJ104	50.79043414	-11.51588016	2.516432021	-11.51588016	2.516432021	4.991392591	34.99120032	1	14				Everready Canyon continued	1999-09-05	"Brian Davis, Mike Dowden, Adam Manship"	Upper Crust Loop	
NJ104	NJ105	78.7969422	-66.5788712	-1.498062633	-66.5788712	-1.498062633	20.99220808	5.99266218	2	15				Everready Canyon continued	1999-09-05	"Brian Davis, Mike Dowden, Adam Manship"		
NJ105	NJ106	100.7025293	-60.33065554	-1.502228301	-60.33065554	-1.502228301	8.995960204	24.9932991	8	10				Everready Canyon continued	1999-09-05	"Brian Davis, Mike Dowden, Adam Manship"		
NJ106	NJ107	86.89658509	-97.57544559	3.001442093	-97.57544559	3.001442093	24.99180066	6.990457782	10	15				Everready Canyon continued	1999-09-05	"Brian Davis, Mike Dowden, Adam Manship"		
NJ107	NJ108	80.1072556	-83.82789569	-4.998702369	-83.82789569	-4.998702369	9.990740713	19.99142066	15	5				Everready Canyon continued	1999-09-05	"Brian Davis, Mike Dowden, Adam Manship"		
NJ108	NJ109	76.00146578	-108.8308754	-1.749267066	-108.8308754	-1.749267066	22.99553217	6.988633629	12	4				Everready Canyon continued	1999-09-05	"Brian Davis, Mike Dowden, Adam Manship"		
NJ109	NJ110	40.69995209	-29.32344947	16.0023034	-29.32344947	16.0023034	2.99541316	24.99221679	3	14				Everready Canyon continued	1999-09-05	"Brian Davis, Mike Dowden, Adam Manship"		
NJ110	NJ111	93.60551533	-37.58020553	-5.001070218	-37.58020553	-5.001070218	4.993846213	29.99708152	13	13				Everready Canyon continued	1999-09-05	"Brian Davis, Mike Dowden, Adam Manship"		
NT38	AZ1	44.89189014	141.7966085	11.96927485	141.7966085	11.96927485	2.98918049	5.992411868	0	5				NTA & Other Way	2000-01-16	"Greg McNamera, Tina Shirk, Joe Oliphant"		
AZ1	AZ2	43.40232021	142.0474348	-0.831697674	142.0474348	-0.831697674	7.989524391	1.99379036	2	4				NTA & Other Way	2000-01-16	"Greg McNamera, Tina Shirk, Joe Oliphant"		
AZ2	AZ3	42.56279244	-168.2521364	5.906580663	-168.2521364	5.906580663	3.998462204	1.994241711	1	4				NTA & Other Way	2000-01-16	"Greg McNamera, Tina Shirk, Joe Oliphant"		
AZ3	AZ4	23.31069712	161.5728433	-4.058958729	161.5728433	-4.058958729	3.994058087	1.994216638	2	5				NTA & Other Way	2000-01-16	"Greg McNamera, Tina Shirk, Joe Oliphant"		
AZ4	AZ5	24.56114411	-92.73074995	0.933153803	-92.73074995	0.933153803	1.990025125	6.990257506	2	3				NTA & Other Way	2000-01-16	"Greg McNamera, Tina Shirk, Joe Oliphant"		
AZ5	AZ6	32.52021064	-86.54243598	-2.06181113	-86.54243598	-2.06181113	2.996681498	6.996806414	2	2				NTA & Other Way	2000-01-16	"Greg McNamera, Tina Shirk, Joe Oliphant"		
AZ6	NTW10	42.52574397	-153.0709784	6.643691564	-153.0709784	6.643691564	19.99046022	8.993469853	0	8				NTA & Other Way	2000-01-16	"Greg McNamera, Tina Shirk, Joe Oliphant"		
EDA1	EE1	33.25815088	82.37459655	2.188436035	82.37459655	2.188436035	4.990270534	0.992975327	1	2				Continuation of KZ in KN Canyon	2001-05-25	"Mike Fitch, Todd Fisher, Eric Daugherty"	KX35 right goes 100' to KN canyon	
EE1	EE2	20.8128566	141.6927767	0.853431549	141.6927767	0.853431549	1.99919984	3.99839968	1	6				Continuation of KZ in KN Canyon	2001-05-25	"Mike Fitch, Todd Fisher, Eric Daugherty"		
EE2	EE3	23.9504906	80.191579	-0.334918184	80.191579	-0.334918184	3.990050125	0.991413133	1	2				Continuation of KZ in KN Canyon	2001-05-25	"Mike Fitch, Todd Fisher, Eric Daugherty"		
EE3	EE4	22.00044545	116.3316684	-3.544108853	116.3316684	-3.544108853	3.992242478	4.9979996	1	1				Continuation of KZ in KN Canyon	2001-05-25	"Mike Fitch, Todd Fisher, Eric Daugherty"		
EE4	EE5	28.26739995	95.74893427	1.885376529	95.74893427	1.885376529	3.991115132	1.988491891	3	2				Continuation of KZ in KN Canyon	2001-05-25	"Mike Fitch, Todd Fisher, Eric Daugherty"		
EE5	EE6	5.163332257	-1.301952673	31.5281976	-1.301952673	31.5281976	0	2.99549662	2	3				Continuation of KZ in KN Canyon	2001-05-25	"Mike Fitch, Todd Fisher, Eric Daugherty"		
EE6	EC15	10.2804961	-163.2731666	39.28941672	-163.2731666	39.28941672	0.993277403	0.993277403	0	0				Continuation of KZ in KN Canyon	2001-05-25	"Mike Fitch, Todd Fisher, Eric Daugherty"		
NT16	NY1	6.918482493	139.3635114	-40.03119819	139.3635114	-40.03119819	2.99541316	0.991816515	2	2				Loop in Northtown Ave. & Continuation of Eclipse Canyon.	2001-02-17	"Ron Adams, Jason Record, Brian Gindling, Jeff Myatt, Chuck Perkins"		
NY1	NY2	13.09238328	-131.9969711	0	-131.9969711	0	0	2.993860384	2	2.5				Loop in Northtown Ave. & Continuation of Eclipse Canyon.	2001-02-17	"Ron Adams, Jason Record, Brian Gindling, Jeff Myatt, Chuck Perkins"		
NY2	NY3	12.95047876	178.0510117	-2.566906754	178.0510117	-2.566906754	0	2.992824753	2.5	2				Loop in Northtown Ave. & Continuation of Eclipse Canyon.	2001-02-17	"Ron Adams, Jason Record, Brian Gindling, Jeff Myatt, Chuck Perkins"		
NY3	NY4	26.47998678	-154.1029498	-1.731254612	-154.1029498	-1.731254612	4.992884938	2.994561738	4	1.5				Loop in Northtown Ave. & Continuation of Eclipse Canyon.	2001-02-17	"Ron Adams, Jason Record, Brian Gindling, Jeff Myatt, Chuck Perkins"		
NY4	NY5	17.80837163	-96.72124728	8.753028052	-96.72124728	8.753028052	1.9901005	4.990250495	0.1	1.5				Loop in Northtown Ave. & Continuation of Eclipse Canyon.	2001-02-17	"Ron Adams, Jason Record, Brian Gindling, Jeff Myatt, Chuck Perkins"		
NY5	NY6	45.96935175	-84.30677072	-0.610743084	-84.30677072	-0.610743084	3.993995493	1.996997747	1	2				Loop in Northtown Ave. & Continuation of Eclipse Canyon.	2001-02-17	"Ron Adams, Jason Record, Brian Gindling, Jeff Myatt, Chuck Perkins"		
NY6	NY7	37.2074643	-36.88221733	-0.508173709	-36.88221733	-0.508173709	2.996080773	0.994032193	2	2				Loop in Northtown Ave. & Continuation of Eclipse Canyon.	2001-02-17	"Ron Adams, Jason Record, Brian Gindling, Jeff Myatt, Chuck Perkins"		
NY7	NY8	24.19102933	-36.1162364	2.01361582	-36.1162364	2.01361582	2.996080773	3.991115132	2	2				Loop in Northtown Ave. & Continuation of Eclipse Canyon.	2001-02-17	"Ron Adams, Jason Record, Brian Gindling, Jeff Myatt, Chuck Perkins"		
NY8	NY9	16.50202412	-131.8528854	-2.500666634	-131.8528854	-2.500666634	3.990200496	1.994492417	0	3				Loop in Northtown Ave. & Continuation of Eclipse Canyon.	2001-02-17	"Ron Adams, Jason Record, Brian Gindling, Jeff Myatt, Chuck Perkins"		
NY9	NY10	24.80253213	-33.85711014	-4.254451741	-33.85711014	-4.254451741	2.997081914	1.990602924	2.5	0.5				Loop in Northtown Ave. & Continuation of Eclipse Canyon.	2001-02-17	"Ron Adams, Jason Record, Brian Gindling, Jeff Myatt, Chuck Perkins"		
NY10	NY11	12.99823834	-21.89175539	4.721865681	-21.89175539	4.721865681	3.99392038	1.990226118	0	3				Loop in Northtown Ave. & Continuation of Eclipse Canyon.	2001-02-17	"Ron Adams, Jason Record, Brian Gindling, Jeff Myatt, Chuck Perkins"		
NY11	NY12	36.0002625	-32.62891025	-3.248477261	-32.62891025	-3.248477261	2.997482277	0.993680029	1	1				Loop in Northtown Ave. & Continuation of Eclipse Canyon.	2001-02-17	"Ron Adams, Jason Record, Brian Gindling, Jeff Myatt, Chuck Perkins"		
NY12	NY13	68.59556327	-9.37169265	0	-9.37169265	0	3.993256816	2.492308167	0	2				Loop in Northtown Ave. & Continuation of Eclipse Canyon.	2001-02-17	"Ron Adams, Jason Record, Brian Gindling, Jeff Myatt, Chuck Perkins"		
EC84	ED40	2.700018518	180	-89.78779438	180	-89.78779438	1.496429083	0	1	4				Loop in Northtown Ave. & Continuation of Eclipse Canyon.	2001-02-17	"Ron Adams, Jason Record, Brian Gindling, Jeff Myatt, Chuck Perkins"	"Most of this survey is in a wide multi-level ""room""/passage"	
ED40	ED41	27.24664016	116.4615104	-2.440051257	116.4615104	-2.440051257	1.487346631	0	3	3				Loop in Northtown Ave. & Continuation of Eclipse Canyon.	2001-02-17	"Ron Adams, Jason Record, Brian Gindling, Jeff Myatt, Chuck Perkins"		
ED41	ED42	26.07502637	147.2436221	-2.923735041	147.2436221	-2.923735041	1.996722314	0	3	2				Loop in Northtown Ave. & Continuation of Eclipse Canyon.	2001-02-17	"Ron Adams, Jason Record, Brian Gindling, Jeff Myatt, Chuck Perkins"		
ED42	ED43	7.502812806	171.4961392	10.75423688	171.4961392	10.75423688	0	1.998499437	1	3				Loop in Northtown Ave. & Continuation of Eclipse Canyon.	2001-02-17	"Ron Adams, Jason Record, Brian Gindling, Jeff Myatt, Chuck Perkins"		
ED43	ED44	13.98640054	142.728637	-0.163861624	142.728637	-0.163861624	0	1.996196383	2	3				Loop in Northtown Ave. & Continuation of Eclipse Canyon.	2001-02-17	"Ron Adams, Jason Record, Brian Gindling, Jeff Myatt, Chuck Perkins"		
ED44	ED45	18.95828579	112.9504544	-7.455641065	112.9504544	-7.455641065	1.992510979	0	3	4				Loop in Northtown Ave. & Continuation of Eclipse Canyon.	2001-02-17	"Ron Adams, Jason Record, Brian Gindling, Jeff Myatt, Chuck Perkins"		
ED45	EB15	23.18037963	148.4749614	-10.94202889	148.4749614	-10.94202889	1.992887353	3.99100238	2	3				Loop in Northtown Ave. & Continuation of Eclipse Canyon.	2001-02-17	"Ron Adams, Jason Record, Brian Gindling, Jeff Myatt, Chuck Perkins"		
KJ14	AT1	40.54757823	-161.3772555	2.049360311	-161.3772555	2.049360311	0.998498873	6.999407118	3	2				Passage off of Penny Lane.	1993-07-17	"Ronnie Harrison, Jen Harmon"		
AT1	AT2	36.10100276	175.328622	-0.44439151	175.328622	-0.44439151	2.991621634	1.996246478	3	2				Passage off of Penny Lane.	1993-07-17	"Ronnie Harrison, Jen Harmon"		
AT2	AT3	27.75600836	139.1792339	-1.197361329	139.1792339	-1.197361329	2.997865908	3.990839511	2	3				Passage off of Penny Lane.	1993-07-17	"Ronnie Harrison, Jen Harmon"		
AT3	AT4	15.97837914	-177.7108652	-13.72107677	-177.7108652	-13.72107677	5.999641656	0.996242942	2	1				Passage off of Penny Lane.	1993-07-17	"Ronnie Harrison, Jen Harmon"		
AT4	AT5	28.02694775	-144.5341094	-6.720739211	-144.5341094	-6.720739211	0.989949494	6.997713912	4	3				Passage off of Penny Lane.	1993-07-17	"Ronnie Harrison, Jen Harmon"		
AT5	AT6	10.86393575	160.9761794	-15.64639687	160.9761794	-15.64639687	4.993645963	0	1	1				Passage off of Penny Lane.	1993-07-17	"Ronnie Harrison, Jen Harmon"		
AT6	AT7	29.92239295	-144.7787225	2.566707483	-144.7787225	2.566707483	0	5.991877836	1	2				Passage off of Penny Lane.	1993-07-17	"Ronnie Harrison, Jen Harmon"		
AT7	AT8	23.33114014	147.1008272	2.554841354	147.1008272	2.554841354	4.99009018	0.99	2	3				Passage off of Penny Lane.	1993-07-17	"Ronnie Harrison, Jen Harmon"		
AT8	AT9	23.95062838	-147.0533883	-1.698743069	-147.0533883	-1.698743069	0.997246208	7.992803013	3	2				Passage off of Penny Lane.	1993-07-17	"Ronnie Harrison, Jen Harmon"		
AT9	AT10	17.52733579	131.9458858	1.798211264	131.9458858	1.798211264	5.997707896	0.998098192	1	2				Passage off of Penny Lane.	1993-07-17	"Ronnie Harrison, Jen Harmon"		
AT10	AT11	48.7233835	178.9635118	-3.188443021	178.9635118	-3.188443021	0	6.99457647	2	2				Passage off of Penny Lane.	1993-07-17	"Ronnie Harrison, Jen Harmon"		
AT11	AT12	26.39058355	88.52340773	-0.673046889	88.52340773	-0.673046889	0	6.995369897	2	2				Passage off of Penny Lane.	1993-07-17	"Ronnie Harrison, Jen Harmon"		
AT12	AT13	15.57947688	56.20787384	-1.949527809	56.20787384	-1.949527809	4.99001002	4.99001002	2	2				Passage off of Penny Lane.	1993-07-17	"Ronnie Harrison, Jen Harmon"		
AT13	AT14	11.58380335	124.2569233	-7.140997674	124.2569233	-7.140997674	3.992392766	3.992392766	4	0				Passage off of Penny Lane.	1993-07-17	"Ronnie Harrison, Jen Harmon"		
AT14	AT15	21.24500412	130.6988369	8.254084016	130.6988369	8.254084016	4.997409329	0	1	2				Passage off of Penny Lane.	1993-07-17	"Ronnie Harrison, Jen Harmon"		
AT15	AT16	87.90704067	169.7412248	1.551418623	169.7412248	1.551418623	4.995437919	1.990778742	0	5				Passage off of Penny Lane.	1993-07-17	"Ronnie Harrison, Jen Harmon"		
AT16	KJ28	17.60499361	144.829331	-0.683465119	144.829331	-0.683465119	6.996256142	4.993245438	5	5				Passage off of Penny Lane.	1993-07-17	"Ronnie Harrison, Jen Harmon"		
KJ25	AT18	25.27041749	-169.1657771	20.81527777	-169.1657771	20.81527777	0.989949494	3.992355195	0	4				Passage off of Penny Lane.	1993-07-17	"Ronnie Harrison, Jen Harmon"		
AT18	AT19	18.80917064	151.7590756	-0.304617628	151.7590756	-0.304617628	3.991290518	1.995645259	1	2				Passage off of Penny Lane.	1993-07-17	"Ronnie Harrison, Jen Harmon"		
AT19	AT20	13.0359733	-143.7367099	-0.791162103	-143.7367099	-0.791162103	0.996393497	3.991102605	2	1				Passage off of Penny Lane.	1993-07-17	"Ronnie Harrison, Jen Harmon"		
AT20	AT21	27.09022887	121.5922374	3.174120311	121.5922374	3.174120311	0.990807751	3.993206731	1	2				Passage off of Penny Lane.	1993-07-17	"Ronnie Harrison, Jen Harmon"		
AT21	AT22	14.40228107	54.51794916	3.941569154	54.51794916	3.941569154	3.9982121	0.992824254	1	1				Passage off of Penny Lane.	1993-07-17	"Ronnie Harrison, Jen Harmon"		
AT22	AT23	12.9252234	177.9912287	6.664315316	177.9912287	6.664315316	2.991253918	0	2	1				Passage off of Penny Lane.	1993-07-17	"Ronnie Harrison, Jen Harmon"		
AT23	AT24	8.993392019	-131.5427717	7.732207861	-131.5427717	7.732207861	3.99100238	1.992887353	2	4				Passage off of Penny Lane.	1993-07-17	"Ronnie Harrison, Jen Harmon"		
AT24	AT25	32.52532244	-166.378193	-0.299469033	-166.378193	-0.299469033	1.994241711	3.999124904	0	3				Passage off of Penny Lane.	1993-07-17	"Ronnie Harrison, Jen Harmon"		
AT25	AT26	25.45233585	173.5255681	-0.045022025	173.5255681	-0.045022025	0	3.991641266	1	2				Passage off of Penny Lane.	1993-07-17	"Ronnie Harrison, Jen Harmon"		
AT26	AT27	24.97966173	146.8000633	1.950019037	146.8000633	1.950019037	3.993018908	1.990602924	0	3				Passage off of Penny Lane.	1993-07-17	"Ronnie Harrison, Jen Harmon"		
AT27	AT28	26.10239453	-170.851634	-0.307306963	-170.851634	-0.307306963	0.990050504	2.990418031	1	2				Passage off of Penny Lane.	1993-07-17	"Ronnie Harrison, Jen Harmon"		
AT28	AT29	25.14841546	167.8320358	0.956932902	167.8320358	0.956932902	0	2.991755338	1	2				Passage off of Penny Lane.	1993-07-17	"Ronnie Harrison, Jen Harmon"		
AT29	AT30	30.53607047	156.2051646	-0.300214354	156.2051646	-0.300214354	2.99207286	0.990353472	1	3				Passage off of Penny Lane.	1993-07-17	"Ronnie Harrison, Jen Harmon"		
AT30	AT31	9.602733986	116.672046	-4.000880065	116.672046	-4.000880065	2.990819286	0.990202	2	2				Passage off of Penny Lane.	1993-07-17	"Ronnie Harrison, Jen Harmon"		
AT31	AT32	40.10442494	166.8478805	1.943356698	166.8478805	1.943356698	2.997232056	0.994635612	1	3				Passage off of Penny Lane.	1993-07-17	"Ronnie Harrison, Jen Harmon"		
AT32	AT33	11.43785382	-147.2587286	-5.267193499	-147.2587286	-5.267193499	0	2.998082721	2	2				Passage off of Penny Lane.	1993-07-17	"Ronnie Harrison, Jen Harmon"		
AT33	AT34	22.65456687	137.9168935	1.188764661	137.9168935	1.188764661	2.990016722	0	2	2				Passage off of Penny Lane.	1993-07-17	"Ronnie Harrison, Jen Harmon"		
AT34	AT35	14.43684522	-139.2695641	0.198436338	-139.2695641	0.198436338	0	3.996848759	2	2				Passage off of Penny Lane.	1993-07-17	"Ronnie Harrison, Jen Harmon"		
AT35	AT36	13.5402031	161.1360782	3.429587161	161.1360782	3.429587161	2.990551789	0.996092365	2	2				Passage off of Penny Lane.	1993-07-17	"Ronnie Harrison, Jen Harmon"		
